Name,Location,Price,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Stars,Country
Gallo,"Zagreb, Croatia",3,"Seafood, Mediterranean Cuisine",15.97329,45.8090898,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,Croatia
Johnson,"Mošćenička Draga, Croatia",2,Seafood,14.2488125,45.2389541,Selected Restaurants,0,"Air conditioning,Car park,Terrace",selectedRestaurants,Croatia
Zuzori,"Dubrovnik, Croatia",3,Mediterranean Cuisine,18.1098,42.6407,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,Croatia
Proto Fish,"Dubrovnik, Croatia",3,Seafood,18.108404,42.641304,Selected Restaurants,0,Terrace,selectedRestaurants,Croatia
Il Ponte,"Trogir, Croatia",3,Contemporary,16.2502609,43.5190802,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,Croatia
Bar Le Côte,"Los Olivos, CA, USA",3,Seafood,-120.115925,34.6656301,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace",selectedRestaurants,USA
Manuela,"Los Angeles, CA, USA",3,"American, Californian",-118.23489,34.04608,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Be.Stéak.Ă,"Campbell, CA, USA",3,"Steakhouse, Contemporary",-121.9322084,37.287535,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Damian,"Los Angeles, CA, USA",3,"Mexican, Contemporary",-118.2289049,34.0334339,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Anajak Thai,"Sherman Oaks, CA, USA",3,"Thai, Contemporary",-118.4535952,34.1517478,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Chuan Yu,"Oakland, CA, USA",2,"Chinese, Sichuan",-122.2715069,37.8005743,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Found Oyster,"Los Angeles, CA, USA",3,Seafood,-118.2958733,34.0953376,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Rêve Bistro,"Lafayette, CA, USA",3,French,-122.1182928,37.8905153,Selected Restaurants,0,"Air conditioning,Car park,Terrace",selectedRestaurants,USA
Chef Tony,"Arcadia, CA, USA",2,"Chinese, Dim Sum",-118.0543464,34.1271832,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Miller & Lux,"San Francisco, CA, USA",4,"Steakhouse, American",-122.3863769,37.7678384,Selected Restaurants,0,"Air conditioning,Great view,Valet parking,Wheelchair access",selectedRestaurants,USA
Fish & Bird Sousaku Izakaya,"Berkeley, CA, USA",2,"Japanese, Izakaya",-122.2673266,37.8648544,Selected Restaurants,0,,selectedRestaurants,USA
Élephante,"Santa Monica, CA, USA",3,Contemporary,-118.4978304,34.0153998,Selected Restaurants,0,"Air conditioning,Brunch,Great view,Terrace",selectedRestaurants,USA
Jeong Yuk Jeom,"Los Angeles, CA, USA",3,"Korean, Beef",-118.3088186,34.0626623,Selected Restaurants,0,"Air conditioning,Car park,Wheelchair access",selectedRestaurants,USA
Utzutzu,"Alameda, CA, USA",4,"Japanese, Sushi",-122.2420257,37.7649366,Selected Restaurants,0,Counter dining,selectedRestaurants,USA
Pasjoli,"Santa Monica, CA, USA",4,"French, Contemporary",-118.4821085,34.0005122,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Ernest,"San Francisco, CA, USA",3,Contemporary,-122.4111166,37.7630762,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Tūmbi,"Santa Monica, CA, USA",2,"Indian, Contemporary",-118.4976517,34.014547,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Ettan,"Palo Alto, CA, USA",3,"Indian, Californian",-122.1614749,37.4453988,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Killer Noodle,"Los Angeles, CA, USA",1,"Japanese, Ramen",-118.4430102,34.0404507,Selected Restaurants,0,"Air conditioning,Car park",selectedRestaurants,USA
Serẽa Coastal Cuisine,"Coronado, CA, USA",4,"Seafood, Mediterranean Cuisine",-117.1785815,32.6812848,Selected Restaurants,0,"Air conditioning,Car park,Garden or park,Great view,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Coasterra,"San Diego, CA, USA",3,"Mexican, Seafood",-117.1881533,32.7247668,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Great view,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Solare,"San Diego, CA, USA",2,"Italian, Tuscan",-117.213925,32.737253,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Sweet Rice,"Gardena, CA, USA",1,Thai,-118.3052414,33.8883323,Selected Restaurants,0,"Air conditioning,Car park",selectedRestaurants,USA
The Fishery,"San Diego, CA, USA",2,Seafood,-117.2547654,32.8066725,Selected Restaurants,0,"Terrace,Wheelchair access",selectedRestaurants,USA
Menya Ultra,"San Diego, CA, USA",2,"Japanese, Ramen",-117.1475379,32.8324468,Selected Restaurants,0,,selectedRestaurants,USA
Routier,"San Francisco, CA, USA",3,"French, Californian",-122.4405741,37.7879899,Selected Restaurants,0,Wheelchair access,selectedRestaurants,USA
Manhattan Beach Post,"Manhattan Beach, CA, USA",2,International,-118.410934,33.885162,Selected Restaurants,0,"Air conditioning,Brunch,Wheelchair access",selectedRestaurants,USA
A.R. Valentien,"La Jolla, CA, USA",3,Contemporary,-117.24425,32.904163,Selected Restaurants,0,"Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Cloak & Petal,"San Diego, CA, USA",3,Japanese,-117.1688122,32.7252952,Selected Restaurants,0,"Notable sake list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Redbird,"Los Angeles, CA, USA",3,"Contemporary, Californian",-118.24392,34.05062,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Angelini Osteria,"Los Angeles, CA, USA",3,Italian,-118.34914,34.076214,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking",selectedRestaurants,USA
Vaca,"Costa Mesa, CA, USA",3,"Spanish, Contemporary",-117.8851,33.692516,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Quarters BBQ,"Los Angeles, CA, USA",3,"Korean, Barbecue",-118.29773,34.063614,Selected Restaurants,0,"Air conditioning,Car park,Wheelchair access",selectedRestaurants,USA
République,"Hollywood, CA, USA",4,"Mediterranean Cuisine, American",-118.3438101,34.0641162,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Ronan,"Los Angeles, CA, USA",3,Italian,-118.34922,34.08361,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Barbareño,"Santa Barbara, CA, USA",2,Californian,-119.69819,34.422848,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Yoichi’s,"Santa Barbara, CA, USA",4,Japanese,-119.70299,34.426804,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Chosun Galbee,"Los Angeles, CA, USA",3,"Korean, Barbecue",-118.310326,34.0526,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
majordōmo,"Los Angeles, CA, USA",3,"Asian, Contemporary",-118.2256022,34.0694388,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Yong Su San,"Los Angeles, CA, USA",3,"Korean, Regional Cuisine",-118.29128,34.053997,Selected Restaurants,0,"Air conditioning,Car park,Wheelchair access",selectedRestaurants,USA
Montrio Bistro,"Monterey, CA, USA",3,Contemporary,-121.8953049,36.599761,Selected Restaurants,0,"Terrace,Wheelchair access",selectedRestaurants,USA
The Stonehouse,"Santa Barbara, CA, USA",4,American,-119.623146,34.446564,Selected Restaurants,0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Avra,"Beverly Hills, CA, USA",4,"Greek, Seafood",-118.39971,34.06764,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Gintei,"San Bruno, CA, USA",3,"Japanese, Sushi",-122.409615,37.61866,Selected Restaurants,0,"Air conditioning,Counter dining,Notable sake list",selectedRestaurants,USA
Range Life,"Livermore, CA, USA",2,Californian,-121.76999,37.683384,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access",selectedRestaurants,USA
Casanova,"Carmel-by-the-Sea, CA, USA",3,"European, Californian",-121.921233,36.5568435,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace",selectedRestaurants,USA
Akaoni,"Carmel-by-the-Sea, CA, USA",3,"Japanese, Sushi",-121.9210771,36.5559718,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Pèppoli,"Pebble Beach, CA, USA",4,"Italian, American",-121.9418838,36.6124137,Selected Restaurants,0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
jū-ni,"San Francisco, CA, USA",4,"Japanese, Sushi",-122.43886,37.77672,Selected Restaurants,0,"Air conditioning,Counter dining,Notable sake list",selectedRestaurants,USA
All Spice,"San Mateo, CA, USA",4,"International, American Contemporary",-122.315669,37.552859,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Terrace",selectedRestaurants,USA
Delage,"Oakland, CA, USA",3,Japanese,-122.27508,37.801624,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Omakase,"San Francisco, CA, USA",4,"Japanese, Sushi",-122.40298,37.77077,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Belotti Ristorante e Bottega,"Oakland, CA, USA",2,Italian,-122.25138,37.840256,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Mensho,"San Francisco, CA, USA",1,"Japanese, Ramen",-122.4143032,37.7867072,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
SPQR,"San Francisco, CA, USA",4,"Italian, Contemporary",-122.4336712,37.7873703,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Masa's Sushi,"Novato, CA, USA",2,"Japanese, Sushi",-122.56675,38.10692,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Picco,"Larkspur, CA, USA",3,Contemporary,-122.5357174,37.9339075,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
La Taqueria,"San Francisco, CA, USA",1,"Mexican, Regional Cuisine",-122.41827,37.750828,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
El Buen Comer,"San Francisco, CA, USA",2,"Mexican, Regional Cuisine",-122.42225,37.74184,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Rooh,"San Francisco, CA, USA",3,"Indian, Contemporary",-122.3925983,37.7813216,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Prospect,"San Francisco, CA, USA",3,Californian,-122.3909077,37.7898387,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Liholiho Yacht Club,"San Francisco, CA, USA",3,"Asian, American",-122.4146384,37.7884286,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Shizen,"San Francisco, CA, USA",2,"Vegan, Asian",-122.4216544,37.7682494,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access",selectedRestaurants,USA
Flour + Water,"San Francisco, CA, USA",3,"Italian, Californian",-122.4123569,37.7589299,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Zuni Café,"San Francisco, CA, USA",3,"Californian, French",-122.4212575,37.7737194,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Valette,"Healdsburg, CA, USA",3,Californian,-122.8697182,38.6120896,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
The Charter Oak,"Saint Helena, CA, USA",3,Californian,-122.4634409,38.5019044,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Nopalito,"San Francisco, CA, USA",2,"Mexican, Californian",-122.439016,37.773417,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Wheelchair access",selectedRestaurants,USA
Che Fico,"San Francisco, CA, USA",3,"Italian, Californian",-122.43822,37.777473,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Dry Creek Kitchen,"Healdsburg, CA, USA",3,American,-122.8707843,38.610827,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Barndiva,"Healdsburg, CA, USA",3,Californian,-122.86942,38.60977,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Zócalo,"Sacramento, CA, USA",2,Mexican,-121.4837515,38.574226,Selected Restaurants,0,"Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Grange,"Sacramento, CA, USA",3,American,-121.4937062,38.5802489,Selected Restaurants,0,"Air conditioning,Brunch,Valet parking,Wheelchair access",selectedRestaurants,USA
Bouchon,"Yountville, CA, USA",3,French,-122.3619,38.40258,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Ad Hoc,"Yountville, CA, USA",3,American,-122.35846,38.39921,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Coastal Kitchen,"Monterey, CA, USA",4,Contemporary,-121.8977729,36.611917,Selected Restaurants,0,,selectedRestaurants,USA
Manohar’s Delhi Palace,"La Puente, CA, USA",2,Indian,-117.9245279,34.0118022,Selected Restaurants,0,"Air conditioning,Car park",selectedRestaurants,USA
Prik Hom,"San Francisco, CA, USA",2,"Thai, Californian",-122.4534544,37.7817894,Selected Restaurants,0,,selectedRestaurants,USA
Dalida,"San Francisco, CA, USA",3,"Mediterranean Cuisine, Turkish",-122.4596299,37.7999028,Selected Restaurants,0,,selectedRestaurants,USA
Rory's Place,"Ojai, CA, USA",3,Californian,-119.2461823,34.4476677,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Kan Kiin,"Daly City, CA, USA",2,"Thai, American",-122.4847186,37.6972823,Selected Restaurants,0,,selectedRestaurants,USA
Azalina’s,"San Francisco, CA, USA",3,"Malaysian, Californian",-122.414331,37.7846459,Selected Restaurants,0,,selectedRestaurants,USA
Hed 11,"San Francisco, CA, USA",4,"Thai, Contemporary",-122.4301349,37.7865983,Selected Restaurants,0,,selectedRestaurants,USA
Barra Santos,"Los Angeles, CA, USA",2,Portuguese,-118.2281252,34.0955433,Selected Restaurants,0,,selectedRestaurants,USA
Saffron,"San Carlos, CA, USA",2,"Indian, Contemporary",-122.2608212,37.5067852,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Aurum,"Los Altos, CA, USA",3,"Indian, Classic Cuisine",-122.1156105,37.3801255,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Bird & Buffalo,"Oakland, CA, USA",2,"Thai, Regional Cuisine",-122.2633711,37.8339965,Selected Restaurants,0,,selectedRestaurants,USA
Sushi Shin,"Redwood City, CA, USA",4,"Japanese, Sushi",-122.2323102,37.4871305,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access",selectedRestaurants,USA
Ember,"Arroyo Grande, CA, USA",3,Californian,-120.599957,35.1207805,Selected Restaurants,0,"Air conditioning,Car park,Wheelchair access",selectedRestaurants,USA
Bello by Sandro Nardone,"Newport Beach, CA, USA",3,"Italian, Contemporary",-117.8623546,33.6378012,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Ox + Anchor,"San Luis Obispo, CA, USA",4,Steakhouse,-120.6637893,35.2816181,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking",selectedRestaurants,USA
North Block,"Yountville, CA, USA",3,Californian,-122.366906,38.4061027,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
IMA,"Los Angeles, CA, USA",4,"Japanese, Sukiyaki",-118.4068137,34.0690364,Selected Restaurants,0,"Air conditioning,Notable sake list,Terrace,Wheelchair access",selectedRestaurants,USA
Lumière,"Los Angeles, CA, USA",3,"French, Farm to table",-118.4153219,34.0576053,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Terrace,Valet parking",selectedRestaurants,USA
Perle,"Pasadena, CA, USA",3,French,-118.1496566,34.1468638,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Tony's Seafood,"Marshall, CA, USA",2,Seafood,-122.8830959,38.1468731,Selected Restaurants,0,"Air conditioning,Great view,Terrace",selectedRestaurants,USA
Yue Huang,"Sacramento, CA, USA",2,"Chinese, Cantonese",-121.5040297,38.6380533,Selected Restaurants,0,Car park,selectedRestaurants,USA
Marugame Monzo,"Los Angeles, CA, USA",2,"Japanese, Udon",-118.2397919,34.050018,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Siamo Napoli,"San Diego, CA, USA",2,Italian,-117.1299206,32.749668,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Oliver's Osteria,"Laguna Beach, CA, USA",3,"Italian, Regional Cuisine",-117.7781668,33.550877,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Terrace,Valet parking",selectedRestaurants,USA
The Matheson,"Healdsburg, CA, USA",4,Contemporary,-122.8700559,38.6103905,Selected Restaurants,0,"Credit cards not accepted,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Sushi by Scratch Restaurants: Montecito,"Santa Barbara, CA, USA",4,"Japanese, Sushi",-119.6400634,34.4214368,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Notable sake list,Valet parking,Wheelchair access",selectedRestaurants,USA
Guesthouse,"Kentfield, CA, USA",3,Contemporary,-122.5483542,37.9545644,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Sushi Tadokoro,"San Diego, CA, USA",3,"Japanese, Sushi",-117.1913167,32.7483809,Selected Restaurants,0,"Air conditioning,Car park,Counter dining",selectedRestaurants,USA
Nine-Ten,"La Jolla, CA, USA",3,Contemporary,-117.27514,32.847057,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Trust,"San Diego, CA, USA",3,"American, International",-117.1464981,32.7467324,Selected Restaurants,0,"Air conditioning,Brunch,Counter dining,Terrace,Wheelchair access",selectedRestaurants,USA
Hidden Fish,"San Diego, CA, USA",3,"Japanese, Sushi",-117.1536932,32.8283394,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Kingfisher,"San Diego, CA, USA",3,"Vietnamese, Contemporary",-117.140958,32.7158,Selected Restaurants,0,,selectedRestaurants,USA
Merchant Roots,"San Francisco, CA, USA",4,Creative,-122.412406,37.778609,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Marché Moderne,"Newport Beach, CA, USA",3,"French, French Contemporary",-117.834656,33.57024,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Fishing with Dynamite,"Manhattan Beach, CA, USA",3,Seafood,-118.4110518,33.8853648,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Shunji.,"Santa Monica, CA, USA",4,"Japanese, Sushi",-118.4537626,34.0202154,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access",selectedRestaurants,USA
Boonville Hotel & Restaurant,"Boonville, CA, USA",3,American,-123.3677882,39.0090974,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
LSXO,"Huntington Beach, CA, USA",3,"Vietnamese, Contemporary",-117.9985791,33.6553551,Selected Restaurants,0,"Air conditioning,Car park,Great view",selectedRestaurants,USA
Gabbi’s Mexican Kitchen,"Orange, CA, USA",2,"Mexican, Regional Cuisine",-117.853004,33.78689,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Gjelina,"Venice, CA, USA",2,Contemporary,-118.465034,33.99045,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Craft & Commerce,"San Diego, CA, USA",2,American,-117.16902,32.72086,Selected Restaurants,0,"Brunch,Credit cards not accepted,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Asanebo,"Studio City, CA, USA",4,"Japanese, Sushi",-118.3919412,34.1433318,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Valet parking",selectedRestaurants,USA
Rossoblu,"Los Angeles, CA, USA",2,"Italian, Regional Cuisine",-118.25355,34.035248,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Guelaguetza,"Los Angeles, CA, USA",3,"Mexican, Regional Cuisine",-118.3008979,34.0525532,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Newport Seafood,"San Gabriel, CA, USA",2,Seafood,-118.1068473,34.1023916,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
The Lobster,"Santa Monica, CA, USA",3,Seafood,-118.49501,34.011154,Selected Restaurants,0,"Air conditioning,Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Bistro Na’s,"Temple City, CA, USA",2,"Chinese, Beijing Cuisine",-118.0712093,34.1048803,Selected Restaurants,0,"Air conditioning,Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Catania,"La Jolla, CA, USA",2,Italian,-117.27404,32.846547,Selected Restaurants,0,"Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Parks BBQ,"Los Angeles, CA, USA",3,"Korean, Barbecue",-118.29194,34.053967,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Tempura Endo,"Beverly Hills, CA, USA",4,"Japanese, Tempura",-118.4089392,34.0675967,Selected Restaurants,0,"Air conditioning,Counter dining,Notable sake list",selectedRestaurants,USA
Q Sushi,"Los Angeles, CA, USA",4,"Japanese, Sushi",-118.255844,34.046883,Selected Restaurants,0,"Air conditioning,Counter dining,Notable sake list,Wheelchair access",selectedRestaurants,USA
Bestia,"Los Angeles, CA, USA",4,"Italian, Californian",-118.228991,34.0334815,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Valet parking",selectedRestaurants,USA
Hippo,"Los Angeles, CA, USA",2,Italian,-118.1903181,34.1106258,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
La Bicyclette,"Carmel-by-the-Sea, CA, USA",3,European,-121.9225771,36.5539364,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Chez TJ,"Mountain View, CA, USA",4,Contemporary,-122.08044,37.39468,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace",selectedRestaurants,USA
La Viga Seafood & Cocina Mexicana,"Redwood City, CA, USA",2,"Mexican, Seafood",-122.2229839,37.4868323,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Evvia,"Palo Alto, CA, USA",3,"Greek, Californian",-122.1638,37.44513,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Lucia Restaurant & Bar,"Carmel Valley, CA, USA",3,"Californian, Seasonal Cuisine",-121.7540509,36.5007123,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
The Sardine Factory,"Monterey, CA, USA",4,"Seafood, American",-121.9013993,36.6155569,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Dio Deka,"Los Gatos, CA, USA",3,"Greek, Mediterranean Cuisine",-121.9769,37.22089,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Cultura,"Carmel-by-the-Sea, CA, USA",2,"Mexican, Californian",-121.9229063,36.556052,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Sushi Yoshizumi,"San Mateo, CA, USA",4,"Japanese, Sushi",-122.3211,37.565075,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Pasta Moon,"Half Moon Bay, CA, USA",3,"Italian, Californian",-122.42864,37.46544,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Wheelchair access",selectedRestaurants,USA
Rich Table,"San Francisco, CA, USA",3,"Californian, Contemporary",-122.4227597,37.7749011,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
La Marcha,"Berkeley, CA, USA",2,Spanish,-122.29215,37.86863,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Kokkari Estiatorio,"San Francisco, CA, USA",3,Greek,-122.3997061,37.79702,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
The Morris,"San Francisco, CA, USA",3,"Contemporary, Californian",-122.40833,37.76314,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Hog Island Oyster Co.,"San Francisco, CA, USA",3,"Seafood, American",-122.393555,37.79604,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Wheelchair access",selectedRestaurants,USA
Harborview,"San Francisco, CA, USA",2,"Chinese, Cantonese",-122.39656,37.795055,Selected Restaurants,0,"Air conditioning,Great view,Terrace,Wheelchair access",selectedRestaurants,USA
Saru Sushi Bar,"San Francisco, CA, USA",3,"Japanese, Sushi",-122.4287658,37.7516715,Selected Restaurants,0,"Air conditioning,Counter dining,Notable sake list",selectedRestaurants,USA
Burmatown,"Corte Madera, CA, USA",2,Burmese,-122.5290448,37.9261343,Selected Restaurants,0,,selectedRestaurants,USA
Colony Club,"Palm Springs, CA, USA",3,American,-116.5448581,33.8316752,Selected Restaurants,0,"Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Aziza,"San Francisco, CA, USA",3,"Moroccan, Middle Eastern",-122.48179,37.78056,Selected Restaurants,0,"Air conditioning,Valet parking,Wheelchair access",selectedRestaurants,USA
Allora,"Sacramento, CA, USA",4,"Italian, Seafood",-121.44248,38.560177,Selected Restaurants,0,"Brunch,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Farmhouse Inn Restaurant,"Forestville, CA, USA",4,Californian,-122.8835,38.49039,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Michael Warring,"Vallejo, CA, USA",3,Contemporary,-122.18583,38.15831,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Cheeky's,"Palm Springs, CA, USA",2,"American, Californian",-116.5466303,33.8323479,Selected Restaurants,0,"Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Solbar,"Calistoga, CA, USA",3,Californian,-122.57087,38.58502,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
