Name,Location,Price,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Stars,Country
Taira Sushi & Sake,"Garden Grove, CA, USA",3,"Japanese, Sushi",-117.9770598,33.7741725,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Wheelchair access",selectedRestaurants,USA
Artifact at Mingei,"San Diego, CA, USA",2,"International, Contemporary",-117.1509782,32.7314293,Selected Restaurants,0,,selectedRestaurants,USA
LeYou,"San Jose, CA, USA",2,"Ethiopian, American",-121.8892769,37.3348779,Selected Restaurants,0,"Air conditioning,Car park,Wheelchair access",selectedRestaurants,USA
Kaori Sushi,"Fullerton, CA, USA",3,"Japanese, Sushi",-117.9253336,33.874185,Selected Restaurants,0,"Air conditioning,Car park,Counter dining",selectedRestaurants,USA
Mijoté,"San Francisco, CA, USA",4,"French, Contemporary",-122.4125819,37.7589774,Selected Restaurants,0,,selectedRestaurants,USA
Dear Jane's,"Marina del Rey, CA, USA",4,"American, Seafood",-118.4532242,33.9788903,Selected Restaurants,0,"Air conditioning,Valet parking,Wheelchair access",selectedRestaurants,USA
AMA Sushi,"Montecito, CA, USA",4,"Sushi, Japanese",-119.6257621,34.4205379,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Terrace,Valet parking",selectedRestaurants,USA
Dunsmoor,"Los Angeles, CA, USA",3,American,-118.2356804,34.1159519,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Pizzeria Sei,"Los Angeles, CA, USA",2,"Pizza, Contemporary",-118.3835826,34.0548356,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Pomet,"Oakland, CA, USA",3,Californian,-122.2530358,37.8259318,Selected Restaurants,1,Wheelchair access,selectedRestaurants,USA
Sushi Kisen,"Arcadia, CA, USA",3,"Japanese, Sushi",-118.0545406,34.1273449,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Hawks,"Sacramento, CA, USA",2,"American, Contemporary",-121.4679448,38.5663252,Selected Restaurants,0,Car park,selectedRestaurants,USA
Girl & the Goat Los Angeles,"Los Angeles, CA, USA",3,"Contemporary, American",-118.2330441,34.0403787,Selected Restaurants,0,"Air conditioning,Brunch,Credit cards not accepted,Terrace,Wheelchair access",selectedRestaurants,USA
RYLA,"Hermosa Beach, CA, USA",3,"Contemporary, Japanese",-118.3999149,33.8624242,Selected Restaurants,0,"Air conditioning,Brunch,Terrace",selectedRestaurants,USA
Stokes Adobe,"Monterey, CA, USA",3,Contemporary,-121.8961384,36.5967104,Selected Restaurants,0,Wheelchair access,selectedRestaurants,USA
The Dutchess,"Ojai, CA, USA",3,Burmese,-119.2421256,34.4479891,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access",selectedRestaurants,USA
Sushi Takeda,"Los Angeles, CA, USA",4,"Japanese, Sushi",-118.2419274,34.0503344,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Sushi ii,"Newport Beach, CA, USA",4,"Japanese, Sushi",-117.907447,33.6163594,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Notable sake list,Wheelchair access",selectedRestaurants,USA
Tiya,"San Francisco, CA, USA",3,"Indian, Contemporary",-122.4411872,37.7994785,Selected Restaurants,0,,selectedRestaurants,USA
Burdell,"Oakland, CA, USA",3,"American, Contemporary",-122.2630921,37.8341828,Selected Restaurants,0,Interesting wine list,selectedRestaurants,USA
Danbi,"Los Angeles, CA, USA",2,Korean,-118.297274,34.063778,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
The Attic,"Long Beach, CA, USA",2,Southern,-118.1514163,33.7645154,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list",selectedRestaurants,USA
The Hatch,"Paso Robles, CA, USA",2,American,-120.6892269,35.6278739,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
The Brothers Sushi,"Woodland Hills, CA, USA",4,"Japanese, Sushi",-118.5982814,34.1678838,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Wheelchair access",selectedRestaurants,USA
Sovereign,"San Diego, CA, USA",1,"Thai, Lao",-117.1510183,32.709467,Selected Restaurants,0,,selectedRestaurants,USA
Agnes,"Pasadena, CA, USA",3,"American, Californian",-118.1513515,34.1444438,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Sabio on Main,"Pleasanton, CA, USA",3,"Californian, Contemporary",-121.8758887,37.6605365,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
3rd Cousin,"San Francisco, CA, USA",4,"Californian, Contemporary",-122.4136903,37.7390026,Selected Restaurants,0,Wheelchair access,selectedRestaurants,USA
Yunomi Handroll,"Los Angeles, CA, USA",2,"Japanese, Sushi",-118.2353754,34.0457338,Selected Restaurants,0,"Air conditioning,Counter dining,Wheelchair access",selectedRestaurants,USA
Tac/Quila,"Palm Springs, CA, USA",2,Mexican,-116.5469796,33.8290158,Selected Restaurants,0,Wheelchair access,selectedRestaurants,USA
Ardor,"West Hollywood, CA, USA",3,"Californian, Mediterranean Cuisine",-118.389126,34.090244,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access",selectedRestaurants,USA
Zhengyalov Hatz,"Glendale, CA, USA",1,Armenian,-118.2516092,34.1462609,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Omakase by Gino,"Santa Ana, CA, USA",4,"Japanese, Contemporary",-117.8677951,33.7473976,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Hatchet Hall,"Los Angeles, CA, USA",3,"American, Contemporary",-118.4314275,33.996941,Selected Restaurants,0,"Air conditioning,Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Sushi Note,"Sherman Oaks, CA, USA",4,"Japanese, Sushi",-118.4265586,34.147365,Selected Restaurants,0,"Air conditioning,Counter dining,Interesting wine list,Terrace",selectedRestaurants,USA
Chulita,"Venice, CA, USA",2,Mexican,-118.4729134,33.9987622,Selected Restaurants,0,"Brunch,Terrace",selectedRestaurants,USA
Milo + Olive,"Santa Monica, CA, USA",3,"Farm to table, Italian",-118.4758441,34.0373984,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Wheelchair access",selectedRestaurants,USA
Asa South,"Los Gatos, CA, USA",2,"Californian, Mediterranean Cuisine",-121.9721498,37.2260847,Selected Restaurants,0,"Air conditioning,Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Selanne Steak Tavern,"Laguna Beach, CA, USA",4,"Steakhouse, American Contemporary",-117.7743716,33.5312062,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Camden Spit & Larder,"Sacramento, CA, USA",3,Gastropub,-121.5002549,38.5788217,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Wheelchair access",selectedRestaurants,USA
Fia,"Santa Monica, CA, USA",3,Contemporary,-118.4785237,34.0351233,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Garden or park,Terrace,Valet parking",selectedRestaurants,USA
MARKET Restaurant + Bar,"Del Mar, CA, USA",3,International,-117.23147,32.982616,Selected Restaurants,0,"Interesting wine list,Valet parking,Wheelchair access",selectedRestaurants,USA
Hamano Sushi,"San Francisco, CA, USA",3,Japanese,-122.4341135,37.7510261,Selected Restaurants,0,"Air conditioning,Counter dining,Interesting wine list",selectedRestaurants,USA
Himitsu,"La Jolla, CA, USA",2,"Japanese, Sushi",-117.2724495,32.8430208,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Notable sake list,Wheelchair access",selectedRestaurants,USA
Juniper & Ivy,"San Diego, CA, USA",3,Californian,-117.1710183,32.7274982,Selected Restaurants,0,"Credit cards not accepted,Terrace,Valet parking",selectedRestaurants,USA
Antico Nuovo,"Los Angeles, CA, USA",4,Italian,-118.3110212,34.0765417,Selected Restaurants,0,"Air conditioning,Valet parking,Wheelchair access",selectedRestaurants,USA
The Barn Kitchen at Sparrows Lodge,"Palm Springs, CA, USA",2,Californian,-116.532384,33.801619,Selected Restaurants,0,Wheelchair access,selectedRestaurants,USA
Herb & Wood,"San Diego, CA, USA",3,Californian,-117.1709448,32.7271564,Selected Restaurants,0,"Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Great Maple,"San Diego, CA, USA",1,American,-117.1494195,32.7516175,Selected Restaurants,0,"Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Bibi Ji,"Santa Barbara, CA, USA",2,"Indian, Contemporary",-119.7050401,34.4237262,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace",selectedRestaurants,USA
Bardo,"Oakland, CA, USA",2,American,-122.2434093,37.8110299,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Coni'Seafood,"Inglewood, CA, USA",2,Mexican,-118.33494,33.930923,Selected Restaurants,0,Terrace,selectedRestaurants,USA
Fort Oak,"San Diego, CA, USA",4,"Steakhouse, American",-117.1723897,32.7507849,Selected Restaurants,0,"Brunch,Terrace",selectedRestaurants,USA
Palette Tea House,"San Francisco, CA, USA",2,"Chinese, Dim Sum",-122.4227522,37.8061062,Selected Restaurants,0,"Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Ayara Thai,"Los Angeles, CA, USA",1,Thai,-118.39456,33.95861,Selected Restaurants,0,"Terrace,Wheelchair access",selectedRestaurants,USA
Rustic Canyon,"Santa Monica, CA, USA",3,Californian,-118.49118,34.024952,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Destroyer,"Culver City, CA, USA",2,Contemporary,-118.381424,34.024647,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
Mar'sel,"Rancho Palos Verdes, CA, USA",4,American,-118.39618,33.73889,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Hana re,"Costa Mesa, CA, USA",4,"Japanese, Sushi",-117.8854377,33.6778676,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Notable sake list",selectedRestaurants,USA
Campfire,"Carlsbad, CA, USA",3,Contemporary,-117.3508896,33.1621181,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
The Ranch,"Anaheim, CA, USA",3,"Steakhouse, Regional Cuisine",-117.897194,33.81892,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Petit Trois,"Los Angeles, CA, USA",3,French,-118.3382499,34.0839644,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Terrace,Valet parking",selectedRestaurants,USA
Dama,"Los Angeles, CA, USA",3,"Latin American, American Contemporary",-118.25298,34.035213,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Chi Spacca,"Los Angeles, CA, USA",4,"Italian, Steakhouse",-118.339096,34.08342,Selected Restaurants,1,"Air conditioning,Interesting wine list,Terrace,Valet parking",selectedRestaurants,USA
Alta Adams,"Los Angeles, CA, USA",2,Southern,-118.35998,34.032516,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Born & Raised,"San Diego, CA, USA",4,Steakhouse,-117.1685368,32.7245935,Selected Restaurants,0,"Credit cards not accepted,Terrace,Wheelchair access",selectedRestaurants,USA
CUT,"Beverly Hills, CA, USA",4,"Steakhouse, American",-118.401024,34.067036,Selected Restaurants,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",selectedRestaurants,USA
wonderful,"Millbrae, CA, USA",2,"Chinese, Hunanese and Sichuan",-122.391426,37.600597,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Jitlada,"Los Angeles, CA, USA",2,Thai,-118.3041058,34.0985581,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Sierra Mar,"Big Sur, CA, USA",4,"Californian, Contemporary",-121.7717,36.229935,Selected Restaurants,0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Flea St. Cafe,"Menlo Park, CA, USA",3,"Contemporary, Californian",-122.20127,37.4317,Selected Restaurants,0,"Air conditioning,Car park,Terrace",selectedRestaurants,USA
Vina Enoteca,"Palo Alto, CA, USA",3,"Italian, Contemporary",-122.17345,37.437077,Selected Restaurants,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Connie & Ted’s,"West Hollywood, CA, USA",3,Seafood,-118.3672928,34.0909948,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Guisados,"Los Angeles, CA, USA",1,"Mexican, Regional Cuisine",-118.21142,34.048306,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
La Costanera,"Half Moon Bay, CA, USA",3,"Peruvian, Latin American",-122.4825404,37.5042731,Selected Restaurants,0,"Air conditioning,Car park,Credit cards not accepted,Great view,Terrace,Wheelchair access",selectedRestaurants,USA
Badmaash,"Los Angeles, CA, USA",2,"Indian, Gastropub",-118.24476,34.05115,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Navio,"Half Moon Bay, CA, USA",4,Contemporary,-122.44099,37.43336,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Adega,"San Jose, CA, USA",4,"Portuguese, Californian",-121.85845,37.35131,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Madera,"Menlo Park, CA, USA",4,"Contemporary, Californian",-122.21151,37.42014,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Camper,"Menlo Park, CA, USA",2,"Californian, Contemporary",-122.18604,37.449905,Selected Restaurants,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access",selectedRestaurants,USA
Paprika Café,"Monterey, CA, USA",1,"Mediterranean Cuisine, Greek",-121.8995455,36.610821,Selected Restaurants,0,Air conditioning,selectedRestaurants,USA
Los Agaves,"Santa Barbara, CA, USA",1,"Mexican, Californian",-119.6866,34.427376,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
The Lark,"Santa Barbara, CA, USA",3,Californian,-119.68986,34.414574,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Blackbird,"Santa Barbara, CA, USA",4,"Mediterranean Cuisine, Contemporary",-119.6900705,34.4132948,Selected Restaurants,0,"Air conditioning,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
New England Lobster Eatery,"Burlingame, CA, USA",2,"Seafood, Shellfish Specialities",-122.37458,37.602543,Selected Restaurants,0,"Air conditioning,Car park,Terrace,Wheelchair access",selectedRestaurants,USA
Juanita & Maude,"Albany, CA, USA",3,Contemporary,-122.29897,37.89059,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Iyasare,"Berkeley, CA, USA",3,"Japanese, Izakaya",-122.30067,37.86947,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Zola,"Palo Alto, CA, USA",3,"French, Californian",-122.160576,37.445244,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Barcote,"Oakland, CA, USA",1,Ethiopian,-122.260345,37.850845,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Chez Panisse,"Berkeley, CA, USA",4,Californian,-122.26893,37.879715,Selected Restaurants,1,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Vik's Chaat,"Berkeley, CA, USA",1,Indian,-122.2979676,37.8614273,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Tacubaya,"Berkeley, CA, USA",1,Mexican,-122.301,37.870125,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access",selectedRestaurants,USA
Frances,"San Francisco, CA, USA",2,"Californian, American Contemporary",-122.43239,37.76293,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Pearl 6101,"San Francisco, CA, USA",2,"Mediterranean Cuisine, Californian",-122.48298,37.783943,Selected Restaurants,0,"Brunch,Credit cards not accepted,Terrace,Wheelchair access",selectedRestaurants,USA
Spruce,"San Francisco, CA, USA",4,"Californian, Contemporary",-122.45264,37.78772,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Valet parking,Wheelchair access",selectedRestaurants,USA
Cotogna,"San Francisco, CA, USA",3,Italian,-122.4034608,37.7974268,Selected Restaurants,0,"Air conditioning,Counter dining,Terrace,Valet parking,Wheelchair access",selectedRestaurants,USA
Octavia,"San Francisco, CA, USA",3,Californian,-122.4270235,37.7880138,Selected Restaurants,0,"Air conditioning,Interesting wine list",selectedRestaurants,USA
Kusakabe,"San Francisco, CA, USA",4,"Japanese, Sushi",-122.4030806,37.7956831,Selected Restaurants,0,"Air conditioning,Counter dining,Notable sake list,Wheelchair access",selectedRestaurants,USA
Nightbird,"San Francisco, CA, USA",4,"Californian, Contemporary",-122.42288,37.776485,Selected Restaurants,0,"Air conditioning,Wheelchair access",selectedRestaurants,USA
Gary Danko,"San Francisco, CA, USA",4,Contemporary,-122.4206863,37.8058115,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access",selectedRestaurants,USA
Oma San Francisco Station,"San Francisco, CA, USA",3,"Japanese, Sushi",-122.4309219,37.7850342,Selected Restaurants,0,"Air conditioning,Counter dining",selectedRestaurants,USA
Farmstead,"Saint Helena, CA, USA",3,Californian,-122.46335,38.50084,Selected Restaurants,0,"Air conditioning,Brunch,Terrace,Wheelchair access",selectedRestaurants,USA
Ella,"Sacramento, CA, USA",3,"Contemporary, American",-121.4914258,38.5786358,Selected Restaurants,0,"Interesting wine list,Valet parking,Wheelchair access",selectedRestaurants,USA
Cafe Reyes,"Point Reyes Station, CA, USA",2,Pizza,-122.80451,38.066696,Selected Restaurants,0,"Air conditioning,Terrace",selectedRestaurants,USA
